#진원시,규모,위도,경도,위치
2014-08-10 18:07,2.4,38.15 N,126.63 E,북한 개성 북북동쪽 21km 지역
2014-08-05 6:16,2.5,40.11 N,127.2 E,북한 함경남도 신흥 서북서쪽 20km 지역
2014-08-02 1:32,2.2,37.40 N,127.2 E,경기 광주시 서남서쪽 5km 지역
2014-07-04 6:27,2.2,34.51 N,125.41 E,전남 신안군 흑산면 남남서쪽 17km 해역
2014-07-04 4:13,2.9,35.66 N,129.78 E,울산 동구 동북동쪽 37km 해역
2014-07-04 0:11,2.5,35.65 N,129.81 E,울산 동구 동북동쪽 39km 해역
2014-07-03 22:04,2.6,35.66 N,129.82 E,울산 동구 동북동쪽 40km 해역
2014-07-03 21:57,3.5,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역
2014-06-21 8:29,2.6,38.77 N,125.89 E,북한 황해북도 송림 동쪽 22km 지역
2014-06-18 9:59,2.1,35.91 N,128.66 E,대구 동구 북쪽 4km 지역
2014-06-08 4:05,2.6,33.52 N,125.96 E,제주 제주시 고산 북서쪽 31km 해역
2014-06-05 13:29,2.3,35.97 N,128.62 E,대구 동구 북쪽 10km 지역
2014-05-15 8:46,3.4,33.00 N,126.21 E,제주 제주시 고산 남쪽 33km 해역
2014-04-26 14:08,2.7,36.46 N,127.93 E,경북 상주시 서북서쪽 21km 지역
2014-04-25 12:14,2.9,35.97 N,128.04 E,경북 김천시 남남서쪽 19km 지역
2014-04-13 14:02,2.9,36.93 N,124.52 E,충남 태안군 서격렬비도 서북서쪽 97km 해역
2014-04-12 1:44,2.6,33.52 N,126.9 E,제주 제주시 동쪽 34km 지역
2014-04-08 6:19,2.7,36.96 N,124.44 E,충남 태안군 서격렬비도 서북서쪽 105km 해역
2014-04-01 9:25,2.3,36.95 N,124.5 E,충남 태안군 서격렬비도 서북서쪽 100km 해역
2014-04-01 4:48,5.1,36.95 N,124.5 E,충남 태안군 서격렬비도 서북서쪽 100km 해역
2014-03-28 10:40,3,36.47 N,127.93 E,경북 상주시 서북서쪽 22km 지역
2014-03-14 12:59,2.5,39.41 N,126.09 E,북한 평안남도 성천 북북서쪽 21km 지역
2014-03-11 11:39,2.7,35.86 N,128.47 E,대구 달성군 서북서쪽 9km 지역
2014-02-28 3:20,2.4,38.74 N,125.01 E,북한 남포 서쪽 22km 해역
2014-02-22 20:44,2.6,38.31 N,124.27 E,북한 황해남도 용연군 장산곶 서북서쪽 42km 해역
2014-02-21 21:17,2.7,35.05 N,127.75 E,전남 광양시 북북동쪽 13km 지역
2014-02-05 23:06,2.8,38.26 N,124.4 E,북한 황해남도 용연군 장산곶 서북서쪽 29km 해역
2014-01-29 6:08,2.2,36.23 N,128.8 E,경북 의성군 남동쪽 16km 지역
2013-12-19 12:38,2.9,38.11 N,127.11 E,경기 연천군 동북동쪽 3km 지역
2013-12-13 11:40,2.5,36.10 N,129.04 E,경북 영천시 북북동쪽 17km 지역
2013-12-08 16:38,2.8,33.44 N,125.09 E,제주 제주시 고산 서쪽 101km 해역
2013-12-04 6:28,2.4,38.71 N,125.69 E,북한 황해북도 송림 동남동쪽 6km 지역
2013-12-03 21:00,2.5,35.64 N,128.72 E,경북 청도군 서남서쪽 2km 지역
2013-12-02 20:02,2.8,38.56 N,126.1 E,북한 황해북도 사리원 동북동쪽 30km 지역
2013-11-26 2:26,2.1,37.12 N,128.11 E,충북 제천시 서남서쪽 10km 지역
2013-11-22 23:29,2.1,36.99 N,126.4 E,충남 서산시 북북서쪽 24km 지역
2013-11-20 21:07,2.1,38.47 N,126.17 E,북한 황해북도 평산 북서쪽 25km 지역
2013-11-16 22:32,2.1,38.51 N,125.66 E,북한 황해북도 사리원 서쪽 9km 지역
2013-11-10 16:28,2,37.66 N,124.67 E,인천 백령도 남쪽 33km 해역
2013-11-08 21:02,3,36.24 N,126.36 E,충남 보령시 서남서쪽 25km 해역
2013-11-08 19:14,2.6,36.23 N,126.36 E,충남 보령시 서남서쪽 25km 해역
2013-10-26 6:47,2.7,37.96 N,124.61 E,인천 백령도 서쪽 6km 해역
2013-10-19 0:16,2,35.96 N,128.06 E,경북 김천시 남쪽 20km 지역
2013-10-11 16:06,3.6,36.46 N,129.61 E,경북 영덕군 동북동쪽 22km 해역
2013-10-10 13:08,2.6,35.36 N,128.23 E,경남 의령군 북서쪽 5km 지역
2013-09-15 13:16,2.3,36.55 N,129.23 E,경북 영양군 남동쪽 16km 지역
2013-09-14 17:33,2.2,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역
2013-09-11 13:00,4,33.56 N,125.39 E,전남 신안군 가거도 남남동쪽 60km 해역
2013-08-29 8:35,2.5,38.19 N,129.3 E,강원 강릉시 북동쪽 60km 해역
2013-08-13 0:36,3,36.91 N,129.44 E,경북 울진군 남남동쪽 10km 해역
2013-08-13 0:01,2.1,36.92 N,129.44 E,경북 울진군 남남동쪽 8km 해역
2013-08-12 4:39,2.3,35.66 N,129.77 E,울산 동구 동북동쪽 36km 해역
2013-08-12 4:33,3.1,35.66 N,129.75 E,울산 동구 동북동쪽 35km 해역
2013-08-11 4:19,2.3,38.48 N,126.13 E,북한 황해북도 평산 북서쪽 28km 지역
2013-08-10 12:43,2.6,35.90 N,129.75 E,경북 포항시 남구 동남동쪽 37km 해역
2013-08-07 21:08,2,36.19 N,126.08 E,충남 보령시 서남서쪽 51km 해역
2013-08-04 19:58,2.3,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역
2013-08-01 17:22,3.1,36.19 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-08-01 0:57,2.8,36.23 N,126.22 E,충남 보령시 서남서쪽 37km 해역
2013-07-31 22:30,3.2,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역
2013-07-31 20:27,2.2,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-07-31 20:05,2.2,36.21 N,126.17 E,충남 보령시 서남서쪽 42km 해역
2013-07-30 14:57,2.7,36.21 N,126.14 E,충남 보령시 서남서쪽 45km 해역
2013-07-29 10:29,2.7,36.20 N,126.13 E,충남 보령시 서남서쪽 46km 해역
2013-07-28 9:10,2.8,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역
2013-07-26 11:23,2.2,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역
2013-07-23 16:03,2.7,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역
2013-07-15 19:44,2.5,36.20 N,126.15 E,충남 보령시 서남서쪽 44km 해역
2013-07-15 1:39,2.4,33.03 N,125.68 E,제주 제주시 고산 서남서쪽 68km 해역
2013-07-13 2:02,3.5,36.20 N,126.18 E,충남 보령시 서남서쪽 42km 해역
2013-07-01 11:24,3,38.78 N,126.36 E,북한 황해북도 신계 북북서쪽 35km 지역
2013-06-29 13:32,2.3,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-06-27 19:33,2.5,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역
2013-06-24 18:26,2.1,38.04 N,129.75 E,강원 동해시 북동쪽 80km 해역
2013-06-24 5:28,2.3,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-06-22 11:18,2.3,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-06-22 10:37,2.8,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역
2013-06-22 3:51,2.5,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-06-21 21:55,2.4,36.20 N,126.19 E,충남 보령시 서남서쪽 41km 해역
2013-06-21 16:29,2.2,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역
2013-06-20 12:35,2.4,39.23 N,125.95 E,북한 평안남도 평성 동쪽 8km 지역
2013-06-19 16:02,2.6,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역
2013-06-19 1:52,2.3,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역
2013-06-18 2:31,2.3,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역
2013-06-17 20:31,2.4,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
2013-06-16 22:12,2.5,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역
2013-06-16 19:47,2.1,36.19 N,126.15 E,충남 보령시 서남서쪽 45km 해역
2013-06-10 14:01,2.1,37.71 N,124.7 E,인천 백령도 남쪽 27km 해역
2013-06-08 5:56,3.2,35.14 N,126.96 E,광주 동구 동쪽 3km 지역
2013-06-05 12:34,2.6,36.23 N,126.18 E,충남 보령시 서남서쪽 41km 해역
2013-05-22 23:25,2.1,38.75 N,128.81 E,강원 고성군 북동쪽 51km 해역
2013-05-21 16:17,3.7,37.66 N,124.71 E,인천 백령도 남쪽 33km 해역
2013-05-19 5:27,2.3,37.73 N,124.74 E,인천 백령도 남남동쪽 25km 해역
2013-05-18 16:18,2.1,37.69 N,124.61 E,인천 백령도 남남서쪽 30km해역
2013-05-18 14:09,2.6,37.71 N,124.68 E,인천 백령도 남쪽 27km 해역
2013-05-18 11:45,3.9,37.67 N,124.61 E,인천 백령도 남쪽 32km 해역
2013-05-18 9:32,2.5,37.64 N,124.57 E,인천 백령도 남남서쪽 36km 해역
2013-05-18 9:13,2.4,37.67 N,124.62 E,인천 백령도 남쪽 32km 해역
2013-05-18 7:54,2.5,37.69 N,124.65 E,인천 백령도 남쪽 29km 해역
2013-05-18 7:26,3.3,37.67 N,124.66 E,인천 백령도 남쪽 31km 해역
2013-05-18 7:24,2.2,37.69 N,124.65 E,인천 백령도 남쪽 29km 해역
2013-05-18 7:02,4.9,37.68 N,124.63 E,인천 백령도 남쪽 31km 해역
2013-05-18 3:00,3.5,37.68 N,124.6 E,인천 백령도 남남동쪽 31km 해역
2013-05-15 8:48,2.8,37.69 N,124.74 E,인천 백령도 남쪽 30km 해역
2013-05-15 8:34,2.7,37.71 N,124.68 E,인천 백령도 남쪽 27km 해역
2013-05-14 20:17,2.8,37.70 N,124.79 E,인천 백령도 남남동쪽 30km 해역
2013-04-30 10:58,2,36.46 N,129.63 E,경북 영덕군 동북동쪽 24km 해역
2013-04-30 5:26,2.5,36.47 N,129.61 E,경북 영덕군 동북동쪽 23km 해역
2013-04-28 3:39,2.7,33.65 N,127.29 E,전남 여수시 거문도 남쪽 42km 해역
2013-04-21 18:21,2.7,35.14 N,124.49 E,전남 신안군 흑산면 서북서쪽 105km 해역
2013-04-21 8:21,4.9,35.16 N,124.56 E,전남 신안군 흑산면 북서쪽 101km 해역
2013-04-19 23:46,2.2,36.55 N,129.6 E,경북 영덕군 북동쪽 26km 해역
2013-04-17 21:33,2.3,36.56 N,129.61 E,경북 영덕군 북동쪽 27km 해역
2013-04-14 16:16,2.3,38.20 N,129.29 E,강원 양양군 동북동쪽 60km 해역
2013-04-10 13:07,2.2,36.50 N,127.44 E,충북 청원군 남남서쪽 16km 지역
2013-02-07 22:07,2.2,35.76 N,129.13 E,경북 경주시 남서쪽 12km 지역
2013-02-05 21:25,3.5,35.77 N,127.97 E,경남 거창군 북북동쪽 11km 지역
2013-02-04 5:39,3.1,36.55 N,128.9 E,경북 안동시 동쪽 15km 지역
2013-01-26 8:57,2.4,36.11 N,127.73 E,충북 영동군 남서쪽 9km 지역
2013-01-15 13:31,2.8,36.59 N,129.73 E,경북 영덕군 동북동쪽 38km 해역
2013-01-02 5:53,2.5,33.37 N,127.27 E,제주 서귀포시 성산 동쪽 36km 해역
2012-12-19 15:05,2.2,35.72 N,127.22 E,전북 완주군 남남동쪽 21km 지역
2012-11-22 3:04,3,35.22 N,127.97 E,경남 진주시 서북서쪽 11km 지역
2012-10-17 14:37,2.5,37.54 N,124.84 E,인천 백령도 남남동쪽 48km 해역
2012-10-01 6:51,2.4,36.73 N,128.4 E,경북 예천군 북북서쪽 10km 지역
2012-09-28 19:36,2.1,36.41 N,128.73 E,경북 의성군 북북동쪽 7km 지역
2012-09-27 22:24,2.7,35.40 N,126.08 E,전북 부안군 위도 남서쪽 30km 해역
2012-09-24 9:59,2.5,38.73 N,125.48 E,북한 남포 남동쪽 4km 지역
2012-09-20 2:43,2.4,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역
2012-09-19 14:52,2.2,34.66 N,128.75 E,경남 통영시 매물도 동쪽 16km 해역
2012-09-19 14:49,2.1,34.71 N,128.72 E,경남 통영시 매물도 동북동쪽 15km 해역
2012-09-18 5:39,2.7,33.53 N,125.81 E,제주 제주시 고산 북서쪽 42km 해역
2012-09-10 22:06,2.1,35.82 N,129.41 E,경북 경주시 동쪽 18km 지역
2012-09-07 2:34,3.1,36.40 N,127.25 E,충남 공주시 동남동쪽 12km 지역
2012-08-18 18:06,2.2,36.20 N,125.26 E,충남 태안군 서격렬비도 남남서쪽 51km 해역
2012-08-13 0:54,2.2,36.84 N,128.68 E,경북 영주시 북동쪽 6km 지역
2012-08-10 21:25,2.6,35.82 N,128.39 E,경북 고령군 북동쪽 16km 지역
2012-07-29 3:22,2.7,32.85 N,126.02 E,제주 제주시 고산 남남서쪽 51km 해역
2012-07-26 19:24,3.4,37.98 N,125.45 E,북한 황해남도 옹진 북동쪽 10km 지역
2012-07-22 12:04,2.3,34.69 N,126.6 E,전남 영암군 남서쪽 15km 지역
2012-07-14 2:38,2.6,33.78 N,124.97 E,전남 신안군 가거도 남남서쪽 34km 해역
2012-07-11 19:33,2.1,36.87 N,125.28 E,충남 태안군 서격렬비도 북서쪽 38km 해역
2012-07-11 19:27,2.5,36.90 N,125.27 E,충남 태안군 서격렬비도 북서쪽 41km 해역
2012-07-09 8:59,2.4,35.32 N,128.71 E,경남 창원시 북북동쪽 11km지역
2012-07-08 9:43,2.5,35.72 N,129.35 E,경북 경주시 남동쪽 18km 지역
2012-07-03 9:42,2.2,37.19 N,129.08 E,강원 삼척시 남남서쪽 30km 지역
2012-06-24 1:20,2.1,37.53 N,124.56 E,인천 백령도 남남서쪽 48km 해역
2012-06-23 16:42,2.6,36.70 N,128.31 E,경북 문경시 북동쪽 17km 지역
2012-06-19 20:55,3.1,33.48 N,125.93 E,제주 제주시 고산 북서쪽 30km 해역
2012-06-14 6:15,2.1,39.72 N,126.92 E,북한 함경남도 요덕 북동쪽 10km지역
2012-06-12 17:52,2.2,35.87 N,128.67 E,대구 수성구 동북동쪽 4km 지역
2012-06-12 13:34,2.4,37.33 N,125.27 E,인천 옹진군 연평도 남서쪽 53km 해역
2012-06-12 9:01,2.1,38.77 N,125.72 E,북한 황해북도 송림 동북동쪽 8km 지역
2012-06-12 3:42,2.1,36.32 N,127.51 E,충북 옥천군 서북서쪽 6km 지역
2012-06-05 8:18,2.1,38.43 N,126.16 E,북한 황해북도 평산 서북서쪽 23km 지역
2012-06-01 12:05,2.6,37.12 N,125.96 E,인천 옹진군 덕적도 서남서쪽 20km 해역
2012-06-01 8:09,2.3,35.92 N,127.61 E,전북 무주군 남남서쪽 10km 지역
2012-05-30 2:48,3.4,36.57 N,129.57 E,경북 영덕군 북동쪽 25km 해역
2012-05-16 17:50,2.7,36.23 N,128.49 E,경북 군위군 서쪽 8km 지역
2012-05-15 11:05,2.9,35.92 N,129.62 E,경북 포항시 남구 동남동쪽 25km 해역
2012-05-11 12:46,3.9,36.02 N,127.71 E,전북 무주군 동북동쪽 5km 지역
2012-05-02 5:04,2.1,35.77 N,126.81 E,전북 김제시 서남서쪽 7km 지역
2012-05-02 1:33,3.4,33.69 N,126.04 E,제주 제주시 고산 북북서쪽 46km 해역
2012-04-20 21:11,3.1,33.43 N,127.26 E,제주 서귀포시 성산 동쪽 36km 해역
2012-04-17 13:31,2.6,35.72 N,126.51 E,전북 부안군 서쪽 20km 해역
2012-03-30 14:51,2.3,36.49 N,127.91 E,경북 상주시 서북서쪽 24km 지역
2012-03-29 0:26,2.2,35.34 N,125.95 E,전북 부안군 위도 남서쪽 43km 해역
2012-03-18 9:21,2.5,36.90 N,130.24 E,경북 울진군 동쪽 75km 해역
2012-02-27 0:26,2.5,35.15 N,129.85 E,울산 동구 남동쪽 55km 해역
2012-02-24 9:05,3.2,35.20 N,129.93 E,울산 동구 남동쪽 57km 해역
2012-02-24 0:54,2.4,35.13 N,129.85 E,울산 동구 남동쪽 57km 해역
2012-02-21 22:30,2.5,35.13 N,129.8 E,부산 기장군 동남동쪽 54km 해역
2012-02-19 20:21,2.7,35.13 N,129.89 E,울산 동구 남동쪽 59km 해역
2012-01-24 2:41,2.2,37.12 N,125.96 E,인천 옹진군 덕적도 서남서쪽 20km 해역
2012-01-19 15:43,2.7,38.51 N,126.23 E,북한 황해북도 평산 북서쪽 24km 지역
2012-01-16 3:03,2.2,36.79 N,128.75 E,경북 안동시 북쪽 25km 지역
2012-01-01 19:40,2,39.02 N,125.82 E,북한 평양 동쪽 6km 지역
2011-12-27 21:57,3.3,36.86 N,129.94 E,경북 울진군 동남동쪽 50km 해역
2011-12-25 0:01,2.3,37.12 N,128.99 E,강원 태백시 남쪽 5km 지역
2011-12-14 15:39,2,37.97 N,125.82 E,북한 황해남도 해주 남동쪽 12km 지역
2011-11-30 0:37,2.5,35.98 N,126.53 E,전북 군산시 서쪽 17km 해역
2011-11-26 4:03,2.2,34.23 N,127.67 E,전남 여수시 거문도 북동쪽 40km 해역
2011-11-02 7:20,3,35.54 N,130.65 E,울산 동구 동쪽 111km 해역
2011-10-07 19:04,2.7,33.34 N,127.19 E,제주 서귀포시 성산 동쪽 29km 해역
2011-09-28 13:20,2.6,38.48 N,126.26 E,북한 황해북도 평산 북서쪽 20km 지역
2011-09-26 22:12,3.3,34.58 N,128.12 E,경남 남해군 남동쪽 36km 해역
2011-09-25 12:59,2.6,35.58 N,125.9 E,전북 부안군 위도 서쪽 36km 해역
2011-09-21 23:59,2.6,35.91 N,125.21 E,전북 군산시 어청도 서남서쪽 72km 해역
2011-09-08 1:56,3.2,38.82 N,126.0 E,북한 황해북도 사리원 북동쪽 19km 지역
2011-08-31 19:39,2.6,35.70 N,129.75 E,울산 동구 북동쪽 37km 해역
2011-08-20 13:22,2.2,38.46 N,127.83 E,북한 강원 회양 남동쪽 34km 지역
2011-08-20 6:57,3,37.50 N,124.46 E,인천 백령도 남남서쪽 54km 해역
2011-08-15 6:10,3.2,38.47 N,125.63 E,북한 황해북도 사리원 서남서쪽 12km 지역
2011-08-09 12:11,2.5,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역
2011-07-28 11:28,2.2,35.90 N,129.7 E,경북 포항시 남구 동남동쪽 35km 해역
2011-07-27 14:38,2.8,36.55 N,129.56 E,경북 영덕군 북동쪽 23km 해역
2011-07-19 14:54,2.4,37.89 N,124.67 E,인천 백령도 남쪽 7km 해역
2011-07-13 4:05,2.1,35.91 N,128.39 E,경북 성주군 동쪽 9km 지역
2011-07-05 2:13,2.3,38.58 N,126.36 E,북한 황해북도 신계 서북서쪽 18km 지역
2011-06-27 14:11,2.9,35.52 N,126.14 E,전북 부안군 위도 서남서쪽 17km 해역
2011-06-17 16:57,2.4,37.90 N,124.81 E,인천 백령도 동남동쪽 13km 해역
2011-06-17 16:38,4,37.89 N,124.81 E,인천 백령도 동남동쪽 13km 해역
2011-06-16 8:13,2.8,33.62 N,127.27 E,제주 서귀포시 성산 북동쪽 44km 해역
2011-06-15 14:21,3.7,33.71 N,127.81 E,전남 여수시 거문도 남동쪽 58km 해역
2011-06-09 15:13,2.6,35.91 N,129.7 E,경북 포항시 남구 동남동쪽 32km 해역
2011-06-08 14:21,3,35.08 N,125.3 E,전남 신안군 흑산면 북북서쪽 50km 해역
2011-06-05 22:53,2.5,36.05 N,127.53 E,충남 금산군 남남동쪽 7km 지역
2011-06-02 10:50,2.9,36.70 N,127.94 E,경북 문경시 서북서쪽 26km 지역
2011-06-02 8:09,2.9,33.59 N,127.26 E,제주 서귀포시 성산 동북동쪽 42km 해역
2011-05-29 10:22,3.2,35.58 N,128.75 E,경북 청도군 남쪽 8km 지역
2011-05-28 15:41,2.5,35.93 N,129.69 E,경북 포항시 남구 동남동쪽 31km 해역
2011-05-25 18:29,2.3,33.61 N,127.28 E,제주 서귀포시 성산 동북동쪽 31km 해역
2011-05-11 21:09,2.2,39.33 N,126.22 E,북한 평안남도 성천 북쪽 10km 지역
2011-04-24 16:37,3.1,37.85 N,125.01 E,인천 백령도 동남동쪽 31km 해역
2011-04-11 23:48,2.8,39.13 N,125.87 E,북한 평안남도 평성 남쪽 12km 지역
2011-04-11 6:11,3.1,37.72 N,129.07 E,강원 강릉시 동남동쪽 16km 해역
2011-04-03 1:47,2.7,35.77 N,128.53 E,대구 달성군 남남서쪽 7km 지역
2011-03-28 13:50,3.2,35.97 N,129.95 E,경북 포항시 북구 동쪽 53km 해역
2011-03-24 4:35,2.8,36.34 N,127.83 E,충북 옥천군 동쪽 23km 지역
2011-03-14 14:47,2.9,34.62 N,126.1 E,전남 신안군 남서쪽 31km 해역
2011-03-13 3:12,2.3,37.50 N,125.33 E,인천 옹진군 연평도 서남서쪽 약38km 해역
2011-03-12 8:15,2.6,37.00 N,125.27 E,충남 태안군 서격렬비도 북북서쪽 50km 해역
2011-03-11 9:57,2.5,38.51 N,127.57 E,북한 강원 회양 남쪽 22km 지역
2011-03-06 11:04,2.9,38.66 N,125.67 E,북한 황해북도 송림 남남동쪽 9km 지역
2011-02-27 18:50,3.5,33.65 N,125.9 E,제주 제주시 고산 북북서쪽 47km 해역
2011-02-11 19:21,2.2,37.19 N,129.06 E,강원 삼척시 남남서쪽 30km 지역
2011-01-26 22:15,2.7,33.40 N,127.33 E,제주 서귀포시 성산 동쪽 42km 해역
2011-01-21 10:56,2.2,33.70 N,127.38 E,전남 여수시 거문도 남쪽 37km 해역
2011-01-04 1:22,2,36.41 N,127.15 E,충남 공주시 남동쪽 4km 지역
